Column1,Column2,Column3,Column3.4,Column4.1,Column3.1,Column4.3,Column3.3,Column4.2,Column5,Column3.2,Column4,Column3.5,Column4.4
1901,3d8fffab-6107-4d7b-9485-c610e233c91c,7000ac2e-87a0-4e23-b342-5f150e03f9ef,Gerald Travis,34,"741 Knight Manors
Taylorfurt, NE 98382",GT@gmail.com,Huawei,20,5/2/2021 4:05,"['travel', 'veganism', 'healthy eating']",cherish,positive,70
1960,eaddee3e-3a23-47cd-9785-ab7f2120a293,b0d6f088-ee97-4087-aeb1-4957f24a5f4d,Robert Ung,25,"4482 Ann Throughway Suite 186
New James, CO 10587",RU@gmail.com,Microsoft,18,4/11/2021 19:15,['veganism'],indifferent,neutral,20
2044,3724de8a-ec2f-4021-a3f1-605d551da9d0,248a8f9f-10ac-4786-adfb-d0c3dd4e4b97,Addie Ippolito,19,"20012 Anderson Terrace Suite 936
North Mark, DC 15374",AI@gmail.com,Huawei,85,12/22/2020 0:27,['dogs'],peeking,neutral,35
2115,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,109782f9-4141-4d5a-826f-9a4ea672f65b,Todd Veasey,9,"5681 Johnson Circle Suite 627
West Lisaville, IA 51824",TV@gmail.com,Microsoft,62,6/26/2020 3:29,"['fitness', 'animals', 'cooking', 'dogs']",want,positive,70
2157,0491183b-be25-4108-b667-8c30d3cdbf50,3af8d78b-55c4-4ac0-8161-7cc3f6ec11c9,Betty Ellis,44,"Unit 2614 Box 8996
DPO AE 23660",BE@gmail.com,Huawei,57,10/24/2020 1:46,['education'],like,positive,50
2159,0491183b-be25-4108-b667-8c30d3cdbf50,a4a3247c-5e68-49d0-a768-a8d7db1c8ef4,Michelle Ebert,24,"96645 Terri Pass Suite 555
South Joshua, CT 73965",ME@gmail.com,Samsung,62,6/26/2020 10:28,"['travel', 'tennis', 'tennis', 'culture']",cherish,positive,70
2173,359b93ea-446f-4202-8801-db238de5de4d,acfcd174-178c-4af3-8118-5be702fb80cf,Shirley Riggan,37,"03255 Jordan Route Apt. 919
Nicholasbury, SC 51073",SRkbabommpez,Google,65,3/2/2021 10:25,[0],want,positive,70
2203,359b93ea-446f-4202-8801-db238de5de4d,b726d35b-6345-4ed9-8431-fc75e38ba179,Frances Powell,28,"06912 Townsend Plaza Suite 265
South Andrew, DC 06057",FP@gmail.com,HTC,87,12/9/2020 12:14,"['soccer', 'soccer', 'soccer']",cherish,positive,70
2214,0adb9a94-210a-4e84-bca1-13db9452ff0e,d9aab962-e964-4afd-83ee-abda0865da67,Belle Walks,2,"874 Reed Groves
New Johnathanmouth, CO 59652",BW@gmail.com,Samsung,44,8/18/2020 13:19,"['tennis', 'food', 'technology', 'studying']",want,positive,70
2307,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,18421d97-6f86-4d21-a7b1-dcc57dd8be76,Harlan Ford,15,"PSC 7263, Box 9049
APO AA 08308",HF@gmail.com,Huawei,53,12/4/2020 19:11,"['dogs', 'education', 'culture', 'veganism']",heart,positive,60
2355,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,d97f6964-a2d4-4d55-8f3d-5b4aac2f569f,Erin Stanley,34,"3073 Brett Bridge Apt. 897
Lake Thomasfurt, VT 78445",ES@gmail.com,Huawei,85,11/18/2020 10:54,['public speaking'],dislike,negative,10
2364,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,2026ccb6-77b2-494c-9b6b-a5d32aa86776,James Pao,24,"2908 Martha Drive
West Travisport, KY 02699",JP@gmail.com,Google,90,6/2/2021 21:20,"[0, 1, 2, 3]",peeking,neutral,35
2386,9d94f180-947c-40f5-aa05-f1958759b7fc,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,Amanda Price,7,"82182 Matthew Point Apt. 310
Port Nicolebury, WV 57530",AP@gmail.com,HTC,12,6/5/2021 21:46,"['public speaking', 'education', 'culture', 'science']",dislike,negative,10
2534,1de2f0f9-61ab-43fb-9180-6870824c63c0,92c3576c-8634-42a8-8005-6e1ff8c207e8,Patrick Ponce,25,"371 Payne Village Apt. 262
Brianton, KS 65215",PP@gmail.com,HTC,11,12/30/2020 17:31,['veganism'],hate,negative,5
2842,ec8e2d25-5730-4753-a0a2-d1ed41e23623,2af7f476-41b6-4147-aac7-0bbcb5043895,Thomas Goehner,9,"PSC 3816, Box 4398
APO AA 82519",TG@gmail.com,Microsoft,60,2/27/2021 7:41,"['veganism', 'studying']",cherish,positive,70
2863,67f2a150-6086-4cbd-8d21-46250ccef5a2,f0ef81ec-85b1-4475-ae60-aa7d373088aa,John Campbell,36,"296 Benjamin Rapids Suite 816
Gregoryton, MD 19582",JC@gmail.com,Microsoft,91,7/8/2020 21:07,"['tennis', 'soccer', 'animals', 'tennis']",disgust,negative,0
2985,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,05782669-264e-4c14-990e-14c8dbb13bef,Jerrie Criswell,7,"34020 Joshua Mission Suite 487
South Robertburgh, CT 26156",JC@gmail.com,Huawei,33,12/3/2020 15:40,"['veganism', 'education', 'science', 'food']",adore,positive,72
3453,b56a9e24-d0f2-4599-b893-c2889a15e1d6,f2a3b679-edc8-4b0e-9793-995ef2e100f2,Beverly Courtney,41,"63468 Zuniga Island Suite 058
Hillbury, NY 22177",BC@gmail.com,Microsoft,78,7/24/2020 11:03,['soccer'],super love,positive,75
